slug,name,country,category,tags,founded,funding_stage,modality,form_factor,interface_depth,indication,target_user,regulatory_stage,description,analyst_note,website,profile_url,logo_url,related_slugs
sooma-medical,Sooma Medical,Finland,Neuromodulation,Therapeutics; Clinical Workflows,2013,Seed,tDCS/tES,,,Psychiatry,,CE-Marked,"Providing a portable tDCS-based neuromodulation system for depression and chronic pain, enabling remote clinician management and scalable home treatment.","Sooma Medical is among the more established home-based tDCS companies, offering clinician-managed depression and pain therapy through a portable system. Its CE-marked position and workflow integration give it more substance than purely consumer stimulation brands.",https://www.soomamedical.com/,https://www.neurofounders.co/startups/sooma-medical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd84eb591e40abc242ca1_sooma_oy_logo.jpeg,mave-health; marbles-health; flow-neuroscience; fisher-wallace-labs; neuroelectrics
sound-wave-innovation,Sound Wave Innovation,Japan,Neuromodulation,Therapeutics; Aging,2020,Series C+,Ultrasound,,,Dementia/impairment,,Investigational,Developing transcranial low-intensity pulsed ultrasound devices for early Alzheimer’s disease and related microcirculatory disorders in clinical trials.,"Sound Wave Innovation sits in the small group of ultrasound neuromodulation companies applying non-invasive stimulation to neurodegenerative disease. Its positioning is differentiated by a Japan-led pivotal Alzheimer’s trial and a PMDA breakthrough designation, with commercialization tied to clinical readout and approval.",https://sw-innovation.com,https://www.neurofounders.co/startups/sound-wave-innovation,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6a41dbfeb60d7d973453eedb_1630641858607.jpeg,grey-matter-neurosciences; sanmai; clarity; cognito-therapeutics; neuroem-therapeutics
spark-biomedical,Spark Biomedical,USA,Neuromodulation,Therapeutics; Clinical Workflows,2018,Series A,Nerve stimulator,,,Multi-indication,,FDA cleared (510k),"Developing FDA-cleared, wearable, non-invasive auricular neurostimulation (Sparrow Ascent) to provide drug-free relief for opioid withdrawal and other conditions.","Spark Biomedical focuses on auricular neurostimulation for opioid withdrawal and related conditions, targeting a clinically urgent and commercially meaningful use case. Its wearable, drug-free positioning is attractive in a category where speed of adoption can matter.",http://www.sparkbiomedical.com,https://www.neurofounders.co/startups/spark-biomedical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd86a7aac968f340ae333_spark_biomedical_llc_logo.jpeg,neuraworx; openwater; positrigo; neurosteer; bioserenity
spinally,Spinally,Spain,Neuromodulation,Closed-loop; Therapeutics,2022,Pre-seed,SCS,,,Pain/migraine,,Preclinical,"Developing FuturaLead, the world’s first intrathecal spinal cord stimulation (iSCS) lead, placed directly on the spinal cord surface, enabling superior efficacy and closed-loop neuromodulation via ECAP sensing.","Spinally is differentiated by its intrathecal spinal cord stimulation lead, which sits directly on the cord surface and aims to improve efficacy while enabling ECAP-based closed-loop control. This is a technically bold hardware innovation in a market otherwise dominated by incremental lead improvements.",https://spinallymedical.com/,https://www.neurofounders.co/startups/spinally,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd886668f5889d6c6794e_spinally_logo.jpeg,spinex; onward-medical; presidio-medical; capri-medical; nalu-medical
spinex,SpineX,USA,Neuromodulation,Therapeutics; Pediatric,2018,Seed,SCS,,,Paralysis/motor,,Investigational,"Delivering non-invasive spinal cord neuromodulation therapies (SCONE™, SCiP™) to treat neurogenic bladder, cerebral palsy, and related neurological impairments.","SpineX is developing non-invasive spinal cord stimulation systems across bladder dysfunction, cerebral palsy, and related impairments, placing it in restorative neurorehabilitation rather than pain-focused SCS. Its pediatric relevance gives it a distinctive clinical positioning.",https://spinex.co/,https://www.neurofounders.co/startups/spinex,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd89fe3d5bfd307a8a6ea_1630630968131.jpeg,onward-medical; manava-plus; presidio-medical; spinally; capri-medical
spiro-medical,Spiro Medical,USA,Neuromodulation,Therapeutics; Experimental,2023,Series A,Nerve stimulator,,,Other,,Investigational,"Developing an implantable pulmonary neuromodulation system for severe asthma, targeting airway neural reflex pathways through bioelectronic intervention.","Spiro Medical sits at the edge of bioelectronic medicine and respiratory care, applying implantable neuromodulation to severe asthma. Its positioning is strategically notable because it extends neural control approaches into pulmonary disease, where device-based therapy remains a more specialized category.",https://www.spiro-medical.com,https://www.neurofounders.co/startups/spiro-medical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6a1d5920ab324a0d2ebdf97c_spiro_medical_logo.jpeg,setpoint-medical; salvia-bioelectronics; neuropace; nyxoah; cadence-neuroscience
spr-pain-relief,SPR Pain Relief,USA,Neuromodulation,Therapeutics; Clinical Workflows,2014,Acquired,Nerve stimulator,,,Pain/migraine,,FDA cleared (510k),"Developing the Sprint PNS System, an FDA-cleared temporary implantable peripheral nerve stimulation device for drug-free treatment of chronic and post-surgical pain.","SPR Pain Relief occupies a clinically distinctive niche with its temporary implantable PNS approach, offering a reversible, 60-day stimulation trial that can provide durable pain relief beyond the treatment period. This carryover effect is a significant differentiator that positions Sprint between TENS/wearable neuromodulation and permanent implants, serving patients who want efficacy without lifetime device commitment.",https://www.sprpainrelief.com/,https://www.neurofounders.co/startups/spr-pain-relief,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69df7137a67a97b0bae41e05_1738197342586.jpg,neuronoff; nalu-medical; presidio-medical; neuros-medical
stairmed,StairMed,China,Brain-Computer Interface,Assistive Technology; Experimental,2021,Series C+,Intracortical,,,Paralysis/motor,,Investigational,Developing an invasive BCI platform using ultra-flexible electrodes and robotic implantation for motor restoration and neurological disease applications.,"StairMed sits in China’s invasive BCI segment, with ultra-flexible electrodes, wireless implants, and robotic implantation forming the core platform logic. Its positioning is differentiated by a vertically integrated approach that links neural interfaces, implantation tools, and clinical translation workflows.",https://www.stairmed.com/en/,https://www.neurofounders.co/startups/stairmed,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6a1d7974fe3a3376ddad5406_1750034534279.jpeg,neuracle; neucyber-neurotech; zhiran-medical; neuralink; precision-neuroscience
starfish-neuroscience,Starfish Neuroscience,USA,Tools and Infrastructure,Experimental; Therapeutics,2022,Unknown,Others,,,Multi-indication,,Preclinical,"Building miniaturized, wireless, battery-free BCI chips enabling simultaneous stimulation and recording across multiple brain regions for future therapies.","Starfish Neuroscience occupies the implant-chip infrastructure layer, focusing on wireless, battery-free BCI chips for simultaneous sensing and stimulation. It is better viewed as deep component technology than as a finished therapeutic or assistive product company.",https://starfishneuroscience.com,https://www.neurofounders.co/startups/starfish-neuroscience,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd8b8537e64be386a6649_starfish_neuroscience_logo.jpeg,subsense-inc; cahira-technologies; neurobionics; mintneuro; longeviti-neuro-solutions
stimvia,Stimvia,Czechia,Neuromodulation,Therapeutics; Clinical Workflows,2014,Series A,VNS,,,Other,,CE-Marked,Developing a non-invasive neuromodulation system using peripheral nerve stimulation to modulate supraspinal circuits for overactive bladder and related chronic indications.,"Stimvia uses non-invasive peripheral nerve stimulation for bladder-related indications, making it part of the broader autonomic neuromodulation segment. Its CE-marked status helps, though the category remains less prominent than pain or psychiatric neuromodulation.",https://www.stimvia.com/en/,https://www.neurofounders.co/startups/stimvia,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/697b55ac0cc24df700aceccf_1654506739029.jpeg,nexstim; synchneuro; x-trodes; neuronoff; neuraura
subsense-inc,Subsense Inc,USA,Brain-Computer Interface,Experimental; Therapeutics,2024,Series A,Others,,,Multi-indication,,Preclinical,"Developing the first non-surgical, nanoparticle-based bidirectional BCI, enabling precise brain stimulation and recording without surgery.","Subsense is one of the more speculative BCI entrants, proposing a nanoparticle-based, non-surgical bidirectional interface that would bypass conventional implant limitations. If feasible it would be category-defining, but at present it sits firmly in high-risk frontier science.",https://www.subsense-bci.com,https://www.neurofounders.co/startups/subsense-inc,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd8d260b72bd5fd7f1818_subsense_inc_logo.jpeg,cahira-technologies; starfish-neuroscience; synchron; paradromics; neuralink
subtle-medical,Subtle Medical,USA,Neuroimaging,Machine Learning; Decision Support,2017,Series C+,(f)MRI,,,Multi-indication,,FDA cleared (510k),"Providing AI-powered enhancements for MRI and PET scanning, boosting image clarity, reducing scan time, and enabling dose minimization across all scanners.","Subtle Medical is a mature AI imaging enhancement company, improving MRI and PET quality while reducing scan time or dose across existing hardware fleets. Its broad modality coverage makes it more of an imaging-AI infrastructure business than a neuro-only company, though neurology remains a major use case.",http://www.subtlemedical.com,https://www.neurofounders.co/startups/subtle-medical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/694bd8e85f1978cc2c2de215_subtlemedical_logo.jpeg,omniscient; brainsightai; neurobrave; clee-medical; neurobell
surf-therapeutics,Surf Therapeutics,USA,Neuromodulation,Experimental; Therapeutics,2023,Seed,Ultrasound,,,Other,,Investigational,Developing a non-invasive ultrasound neuromodulation platform designed to engage the body’s anti-inflammatory neural pathways for treatment of chronic inflammatory disorders.,"Surf Therapeutics is developing ultrasound-based neuromodulation aimed at anti-inflammatory neural pathways, making it more adjacent to bioelectronic medicine than central neurotechnology. Its ultrasound approach is distinctive, though still early.",https://www.surftherapeutics.com/,https://www.neurofounders.co/startups/surf-therapeutics,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/6978e3a23aa6478ed1e10926_surf.jpeg,cordance-medical; sonomind; openwater; gestala; iconeus
sychedelic,Sychedelic,India,Consumer Neurotech,Wellness; Closed-loop,2023,Pre-seed,EEG,,,Wellness,,Non-medical,"Developing EEG-enabled headphones delivering personalised, non-invasive neuromodulation and audio-based stimulation for mental health and cognitive enhancement.","Sychedelic sits at the intersection of consumer EEG, neurofeedback, and audio-based neuromodulation, differentiating through its integrated headphone form factor and closed-loop adaptation of auditory stimulation. Its positioning combines elements of wellness-focused brain-computer interfaces with emerging closed-loop neuromodulation approaches, though its clinical efficacy and regulatory pathway remain to be established.",https://sychedelic.com/,https://www.neurofounders.co/startups/sychedelic,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69df6a757e6cd59b574bda22_sychedelic_logo.jpeg,emotiv; muse; sens-ai; neurovalens; neurable
synaptive-medical,Synaptive Medical,Canada,Neuroimaging,Diagnostics; Clinical Workflows,2012,Series C+,(f)MRI,,,Tumors,,CE-Marked,"Developing integrated neuroimaging, surgical planning, and robotic visualization platforms to improve precision and workflow in neurosurgery.","Synaptive Medical operates at the intersection of neuroimaging and surgical robotics, offering an integrated platform that combines imaging, planning, and intraoperative visualization. Its value proposition lies in workflow integration rather than a single breakthrough modality, competing with established surgical navigation and imaging incumbents. While technologically advanced, its commercial success depends on capital equipment sales cycles and hospital adoption dynamics.",https://www.synaptivemedical.com/,https://www.neurofounders.co/startups/synaptive-medical,https://cdn.prod.website-files.com/69401bfa528d1f131f2aa9ca/69df6356e1162d0c6c3e5bd1_synaptive_medical_logo.jpeg,brainkey; cerebriu; imeka; neurophet; pixyl
